Outliers for BigSolDB:
Index: 15, SMILES: COC(=O)[C@@H](N)CS.Cl, Value: 0.1268
Index: 10083, SMILES: CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl, Value: 0.1157029
Index: 10084, SMILES: CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl, Value: 0.1303625
Index: 10126, SMILES: CSCCC(NC(C)=O)C(=O)O, Value: 0.11503
Index: 10127, SMILES: CSCCC(NC(C)=O)C(=O)O, Value: 0.15049
Index: 10180, SMILES: OCC(O)COc1ccc(Cl)cc1, Value: 0.1292
Index: 10181, SMILES: OCC(O)COc1ccc(Cl)cc1, Value: 0.1748
Index: 10182, SMILES: OCC(O)COc1ccc(Cl)cc1, Value: 0.2338
Index: 10183, SMILES: OCC(O)COc1ccc(Cl)cc1, Value: 0.3024
Index: 10184, SMILES: OCC(O)COc1ccc(Cl)cc1, Value: 0.389
Index: 10217, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.12984
Index: 10218, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.15994
Index: 10219, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.20437
Index: 10220, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.2592
Index: 10221, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.3276
Index: 10250, SMILES: c1cnc2[nH]ccc2c1, Value: 0.1902
Index: 10251, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2021
Index: 10252, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2153
Index: 10253, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2333
Index: 10254, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2528
Index: 10255, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2724
Index: 10256, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2912
Index: 10257, SMILES: c1cnc2[nH]ccc2c1, Value: 0.3122
Index: 10258, SMILES: c1cnc2[nH]ccc2c1, Value: 0.3326
Index: 10259, SMILES: c1cnc2[nH]ccc2c1, Value: 0.3592
Index: 10313, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.1162
Index: 10314, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.1309
Index: 10336, SMILES: CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O, Value: 0.131652
Index: 10337, SMILES: CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O, Value: 0.15988
Index: 10338, SMILES: CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O, Value: 0.189564
Index: 10400, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1756
Index: 10401, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1805
Index: 10402, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1877
Index: 10403, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1947
Index: 10404, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.2004
Index: 10405, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.2068
Index: 10406, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.2137
Index: 10407, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.2196
Index: 10408, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.2254
Index: 10463, SMILES: CC(=O)N1CCC[C@H]1C(=O)O, Value: 0.13963
Index: 10464, SMILES: CC(=O)N1CCC[C@H]1C(=O)O, Value: 0.19475
Index: 10465, SMILES: CC(=O)N1CCC[C@H]1C(=O)O, Value: 0.26731
Index: 10466, SMILES: CC(=O)N1CCC[C@H]1C(=O)O, Value: 0.33394
Index: 10469, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1381
Index: 10470, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1682
Index: 10471, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1977
Index: 10472, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.2303
Index: 10473, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.2773
Index: 10474, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.3326
Index: 10475, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.3903
Index: 10511, SMILES: O=C(O)Cc1ccc([N+](=O)[O-])cc1, Value: 0.1245
Index: 10512, SMILES: O=C(O)Cc1ccc([N+](=O)[O-])cc1, Value: 0.1447
Index: 10513, SMILES: O=C(O)Cc1ccc([N+](=O)[O-])cc1, Value: 0.1678
Index: 10514, SMILES: O=C(O)Cc1ccc([N+](=O)[O-])cc1, Value: 0.1928
Index: 10565, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.13415
Index: 10566, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.14532
Index: 10567, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.15826
Index: 10568, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.17159
Index: 10569, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.18611
Index: 10570, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.20131
Index: 10571, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.21724
Index: 10572, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.23442
Index: 10573, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.25321
Index: 10574, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.27264
Index: 10575, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.29364
Index: 10585, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.1249
Index: 10586, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.1734
Index: 10587, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.2498
Index: 10588, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.3517
Index: 10589, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.4696
Index: 10590, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.6108
Index: 10748, SMILES: O=P(O)(O)c1ccccc1, Value: 0.23611
Index: 10749, SMILES: O=P(O)(O)c1ccccc1, Value: 0.24837
Index: 10750, SMILES: O=P(O)(O)c1ccccc1, Value: 0.26222
Index: 10751, SMILES: O=P(O)(O)c1ccccc1, Value: 0.27101
Index: 10752, SMILES: O=P(O)(O)c1ccccc1, Value: 0.28587
Index: 10753, SMILES: O=P(O)(O)c1ccccc1, Value: 0.29625
Index: 10754, SMILES: O=P(O)(O)c1ccccc1, Value: 0.31074
Index: 10755, SMILES: O=P(O)(O)c1ccccc1, Value: 0.32078
Index: 10756, SMILES: O=P(O)(O)c1ccccc1, Value: 0.33199
Index: 10757, SMILES: O=P(O)(O)c1ccccc1, Value: 0.34671
Index: 10758, SMILES: O=P(O)(O)c1ccccc1, Value: 0.36081
Index: 10759, SMILES: O=P(O)(O)c1ccccc1, Value: 0.37518
Index: 10774, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.1265
Index: 10775, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.1698
Index: 10776, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.2243
Index: 10777, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.2917
Index: 11084, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1211
Index: 11085, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1421
Index: 11086, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1659
Index: 11157, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.13787
Index: 11158, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.15812
Index: 11159, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.18534
Index: 11160, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.21261
Index: 11161, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.24466
Index: 11162, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.29971
Index: 11163, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.34745
Index: 11280, SMILES: N#Cc1cccnc1, Value: 0.214
Index: 11281, SMILES: N#Cc1cccnc1, Value: 0.348
Index: 11282, SMILES: N#Cc1cccnc1, Value: 0.5
Index: 11283, SMILES: N#Cc1cccnc1, Value: 0.643
Index: 11288, SMILES: N#Cc1ccncc1, Value: 0.129
Index: 11289, SMILES: N#Cc1ccncc1, Value: 0.19
Index: 11290, SMILES: N#Cc1ccncc1, Value: 0.298
Index: 11402, SMILES: Cc1cc(C)nc(Nc2ccccc2)n1, Value: 0.1313
Index: 11431, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.1599
Index: 11432, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.1838
Index: 11433, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2098
Index: 11434, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2373
Index: 11435, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2682
Index: 11436, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2993
Index: 11437, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.3323
Index: 11438, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.3682
Index: 11439, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.4049
Index: 11440, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.4464
Index: 11464, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.123
Index: 11465, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.1639
Index: 11466, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.2186
Index: 11467, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.3132
Index: 11468, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.4194
Index: 11469, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.5376
Index: 11470, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.7076
Index: 11480, SMILES: OC/C=C/c1ccccc1, Value: 0.174
Index: 11481, SMILES: OC/C=C/c1ccccc1, Value: 0.213
Index: 11482, SMILES: OC/C=C/c1ccccc1, Value: 0.266
Index: 11483, SMILES: OC/C=C/c1ccccc1, Value: 0.313
Index: 11484, SMILES: OC/C=C/c1ccccc1, Value: 0.373
Index: 11485, SMILES: OC/C=C/c1ccccc1, Value: 0.433
Index: 11486, SMILES: OC/C=C/c1ccccc1, Value: 0.496
Index: 11487, SMILES: OC/C=C/c1ccccc1, Value: 0.567
Index: 11488, SMILES: OC/C=C/c1ccccc1, Value: 0.634
Index: 11530, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1173
Index: 11531, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1417
Index: 11532, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1653
Index: 11578, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.1332
Index: 11579, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.1673
Index: 11580, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.1976
Index: 11618, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.1215
Index: 11619, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.1482
Index: 11620, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.1794
Index: 11621, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.2108
Index: 11622, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.2451
Index: 11623, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.2843
Index: 11624, SMILES: CCOC(=O)c1ccc(N)cc1, Value: 0.3259
Index: 11648, SMILES: CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F, Value: 0.1164
Index: 11649, SMILES: CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F, Value: 0.1386
Index: 11650, SMILES: CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F, Value: 0.1624
Index: 11674, SMILES: O=C(O)c1ccccc1, Value: 0.1186
Index: 11675, SMILES: O=C(O)c1ccccc1, Value: 0.1327
Index: 11676, SMILES: O=C(O)c1ccccc1, Value: 0.1478
Index: 11677, SMILES: O=C(O)c1ccccc1, Value: 0.1641
Index: 11678, SMILES: O=C(O)c1ccccc1, Value: 0.1816
Index: 11679, SMILES: O=C(O)c1ccccc1, Value: 0.2003
Index: 11680, SMILES: O=C(O)c1ccccc1, Value: 0.2205
Index: 11681, SMILES: O=C(O)c1ccccc1, Value: 0.2423
Index: 11682, SMILES: O=C(O)c1ccccc1, Value: 0.2657
Index: 11683, SMILES: O=C(O)c1ccccc1, Value: 0.291
Index: 11694, SMILES: CC(=O)Oc1ccccc1C(=O)O, Value: 0.1208
Index: 11709, SMILES: Clc1cc(Cl)cc(Cl)c1, Value: 0.1216
Index: 11710, SMILES: Clc1cc(Cl)cc(Cl)c1, Value: 0.1379
Index: 11711, SMILES: Clc1cc(Cl)cc(Cl)c1, Value: 0.1576
Index: 11739, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.1352
Index: 11740, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.1685
Index: 11741, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.2103
Index: 11742, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.2611
Index: 11743, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.3189
Index: 11744, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.3992
Index: 11745, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.4882
Index: 11755, SMILES: O=C(O)c1ccco1, Value: 0.1384
Index: 11756, SMILES: O=C(O)c1ccco1, Value: 0.1577
Index: 11757, SMILES: O=C(O)c1ccco1, Value: 0.1762
Index: 11758, SMILES: O=C(O)c1ccco1, Value: 0.1946
Index: 11759, SMILES: O=C(O)c1ccco1, Value: 0.2082
Index: 11760, SMILES: O=C(O)c1ccco1, Value: 0.2259
Index: 11761, SMILES: O=C(O)c1ccco1, Value: 0.2436
Index: 11762, SMILES: O=C(O)c1ccco1, Value: 0.2583
Index: 11763, SMILES: O=C(O)c1ccco1, Value: 0.2725
Index: 11764, SMILES: O=C(O)c1ccco1, Value: 0.2997
Index: 11773, SMILES: O=[N+]([O-])c1ccc(Cl)c(Cl)c1, Value: 0.1152
Index: 11774, SMILES: O=[N+]([O-])c1ccc(Cl)c(Cl)c1, Value: 0.1388
Index: 11775, SMILES: O=[N+]([O-])c1ccc(Cl)c(Cl)c1, Value: 0.173
Index: 11801, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.11483
Index: 11802, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.12751
Index: 11803, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.13794
Index: 11804, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.15092
Index: 11805, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.1616
Index: 11806, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.17621
Index: 11807, SMILES: O=C(O)c1cc2ccccc2[nH]1, Value: 0.17963
Index: 11855, SMILES: O=C(O)c1ccccc1O, Value: 0.132
Index: 11856, SMILES: O=C(O)c1ccccc1O, Value: 0.15
Index: 11857, SMILES: O=C(O)c1ccccc1O, Value: 0.163
Index: 11858, SMILES: O=C(O)c1ccccc1O, Value: 0.179
Index: 11859, SMILES: O=C(O)c1ccccc1O, Value: 0.195
Index: 11893, SMILES: C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C, Value: 0.1363
Index: 11894, SMILES: C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C, Value: 0.1631
Index: 11895, SMILES: C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C, Value: 0.1933
Index: 11958, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.1161
Index: 11959, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.1288
Index: 11960, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.138
Index: 11961, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.1452
Index: 11962, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.1581
Index: 11963, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.1642
Index: 11964, SMILES: CC(C)Cc1ccc([C@H](C)C(=O)O)cc1, Value: 0.1724
Index: 12038, SMILES: COC(=O)/C=C/C(=O)OC, Value: 0.1361
Index: 12039, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.1279
Index: 12040, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.1522
Index: 12041, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.1774
Index: 12042, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.2484
Index: 12043, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.2887
Index: 12044, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.3386
Index: 12045, SMILES: CC(C)Cc1ccc(C(C)C(=O)O)cc1, Value: 0.3992
Index: 12103, SMILES: O=C(O)CCC(=O)O, Value: 0.12944
Index: 12123, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.1298
Index: 12124, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.1533
Index: 12125, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.192
Index: 12126, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.2254
Index: 12127, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.2747
Index: 12128, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.3175
Index: 12129, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.3527
Index: 12130, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.4057
Index: 12131, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.4403
Index: 12132, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.5088
Index: 12133, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.5406
Index: 12134, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.5969
Index: 12135, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.6444
Index: 12136, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.6903
Index: 12137, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.7491
Index: 12138, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.8178
Index: 12139, SMILES: CCCCCCCCCCCC(=O)O, Value: 0.873
Index: 12169, SMILES: O=C(O)CCCCCCCCC(=O)O, Value: 0.118
Index: 12170, SMILES: O=C(O)CCCCCCCCC(=O)O, Value: 0.1333
Index: 12171, SMILES: O=C(O)CCCCCCCCC(=O)O, Value: 0.1425
Index: 12172, SMILES: O=C(O)CCCCCCCCC(=O)O, Value: 0.1548
Index: 12176, SMILES: O=C(Oc1ccccc1)c1ccccc1O, Value: 0.152
Index: 12177, SMILES: O=C(Oc1ccccc1)c1ccccc1O, Value: 0.3298
Index: 12178, SMILES: O=C(Oc1ccccc1)c1ccccc1O, Value: 0.718
Index: 12206, SMILES: O=C(Oc1ccccc1)Oc1ccccc1, Value: 0.1648
Index: 12259, SMILES: CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1, Value: 0.1677
Index: 12260, SMILES: CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1, Value: 0.3443
Index: 12262, SMILES: CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1, Value: 0.223
Index: 12263, SMILES: CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1, Value: 0.3867
Index: 12264, SMILES: CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1, Value: 0.1208
Index: 12265, SMILES: CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1, Value: 0.2791
Index: 12284, SMILES: O=C(O)Cn1cnnn1, Value: 0.1354
Index: 12300, SMILES: c1nc[nH]n1, Value: 0.1205
Index: 12301, SMILES: c1nc[nH]n1, Value: 0.1345
Index: 12302, SMILES: c1nc[nH]n1, Value: 0.1504
Index: 12303, SMILES: c1nc[nH]n1, Value: 0.1675
Index: 12304, SMILES: c1nc[nH]n1, Value: 0.1867
Index: 12305, SMILES: c1nc[nH]n1, Value: 0.2078
Index: 12306, SMILES: c1nc[nH]n1, Value: 0.231
Index: 12307, SMILES: c1nc[nH]n1, Value: 0.2557
Index: 12308, SMILES: c1nc[nH]n1, Value: 0.283
Index: 12309, SMILES: c1nc[nH]n1, Value: 0.3127
Index: 12310, SMILES: c1nc[nH]n1, Value: 0.3437
Index: 12311, SMILES: c1nc[nH]n1, Value: 0.378
Index: 12312, SMILES: c1nc[nH]n1, Value: 0.4149
Index: 12318, SMILES: CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O, Value: 0.125
Index: 12319, SMILES: CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O, Value: 0.1368
Index: 12320, SMILES: CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O, Value: 0.1482
Index: 12321, SMILES: CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O, Value: 0.1594
Index: 12322, SMILES: CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O, Value: 0.1693
Index: 12400, SMILES: CC(=O)Oc1ccccc1C(=O)O, Value: 0.1181909
Index: 12550, SMILES: O=C(O)COc1ccc(Cl)cc1Cl, Value: 0.1309
Index: 12551, SMILES: O=C(O)COc1ccc(Cl)cc1Cl, Value: 0.1524
Index: 12552, SMILES: O=C(O)COc1ccc(Cl)cc1Cl, Value: 0.1792
Index: 12553, SMILES: O=C(O)COc1ccc(Cl)cc1Cl, Value: 0.2068
Index: 12554, SMILES: O=C(O)COc1ccc(Cl)cc1Cl, Value: 0.2363
Index: 12555, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.33266
Index: 12556, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.31155
Index: 12557, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.28694
Index: 12558, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.26719
Index: 12559, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.24877
Index: 12560, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.23039
Index: 12561, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.21524
Index: 12562, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.20198
Index: 12563, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.18915
Index: 12564, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.17925
Index: 12703, SMILES: COc1cccc(C=O)c1O, Value: 0.1337
Index: 12704, SMILES: COc1cccc(C=O)c1O, Value: 0.2988
Index: 12705, SMILES: COc1cccc(C=O)c1O, Value: 0.5545
Index: 12825, SMILES: Cc1cc(C)[nH]n1, Value: 0.1231
Index: 12826, SMILES: Cc1cc(C)[nH]n1, Value: 0.13
Index: 12827, SMILES: Cc1cc(C)[nH]n1, Value: 0.1365
Index: 12828, SMILES: Cc1cc(C)[nH]n1, Value: 0.1447
Index: 12829, SMILES: Cc1cc(C)[nH]n1, Value: 0.1521
Index: 12830, SMILES: Cc1cc(C)[nH]n1, Value: 0.1596
Index: 12831, SMILES: Cc1cc(C)[nH]n1, Value: 0.1672
Index: 12832, SMILES: Cc1cc(C)[nH]n1, Value: 0.1753
Index: 12833, SMILES: Cc1cc(C)[nH]n1, Value: 0.1842
Index: 12834, SMILES: Cc1cc(C)[nH]n1, Value: 0.194
Index: 12835, SMILES: Cc1cc(C)[nH]n1, Value: 0.2034
Index: 12836, SMILES: Cc1cc(C)[nH]n1, Value: 0.2132
Index: 12837, SMILES: Cc1cc(C)[nH]n1, Value: 0.2259
Index: 12872, SMILES: CC(C)c1ncc[nH]1, Value: 0.1172
Index: 12873, SMILES: CC(C)c1ncc[nH]1, Value: 0.1212
Index: 12874, SMILES: CC(C)c1ncc[nH]1, Value: 0.1264
Index: 12875, SMILES: CC(C)c1ncc[nH]1, Value: 0.1329
Index: 12876, SMILES: CC(C)c1ncc[nH]1, Value: 0.1389
Index: 12877, SMILES: CC(C)c1ncc[nH]1, Value: 0.1459
Index: 12878, SMILES: CC(C)c1ncc[nH]1, Value: 0.1531
Index: 12879, SMILES: CC(C)c1ncc[nH]1, Value: 0.1594
Index: 12880, SMILES: CC(C)c1ncc[nH]1, Value: 0.1663
Index: 12881, SMILES: CC(C)c1ncc[nH]1, Value: 0.1733
Index: 12882, SMILES: CC(C)c1ncc[nH]1, Value: 0.1803
Index: 12970, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.1199
Index: 13097, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.3427
Index: 13098, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.4183
Index: 13099, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.4575
Index: 13100, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.5051
Index: 13101, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.5577
Index: 13102, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.6557
Index: 13103, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.7061
Index: 13104, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.8068
Index: 13235, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.1171
Index: 13236, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.1392
Index: 13237, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.1653
Index: 13238, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.1899
Index: 13239, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.2195
Index: 13240, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.2536
Index: 13241, SMILES: CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1, Value: 0.2905
Index: 13295, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.1179
Index: 13296, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.1394
Index: 13297, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.1681
Index: 13298, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.1956
Index: 13299, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.2262
