,Compound,Suitable,Violations
810,811,True,['RotBonds < 6']
811,812,True,['RotBonds < 6']
812,813,True,['RotBonds < 6']
813,814,False,"['LogP > 5', 'RotBonds < 6']"
814,815,True,['RotBonds < 6']
815,816,True,['RotBonds < 6']
816,817,True,['RotBonds < 6']
817,818,True,[]
818,819,True,['RotBonds < 6']
819,820,False,"['LogP > 5', 'RotBonds < 6']"
820,821,True,['RotBonds < 6']
821,822,True,['RotBonds < 6']
822,823,True,['RotBonds < 6']
823,824,True,['RotBonds < 6']
824,825,False,"['LogP > 5', 'RotBonds < 6']"
825,826,True,['RotBonds < 6']
826,827,True,['RotBonds < 6']
827,828,True,['RotBonds < 6']
828,829,True,['RotBonds < 6']
829,830,True,['RotBonds < 6']
830,831,True,['RotBonds < 6']
831,832,True,['RotBonds < 6']
832,833,True,['RotBonds < 6']
833,834,True,[]
834,835,True,['RotBonds < 6']
835,836,True,['RotBonds < 6']
836,837,True,['RotBonds < 6']
837,838,True,['RotBonds < 6']
838,839,True,['RotBonds < 6']
839,840,True,['RotBonds < 6']
840,841,True,['RotBonds < 6']
841,842,True,['RotBonds < 6']
842,843,True,['RotBonds < 6']
843,844,True,['RotBonds < 6']
844,845,True,['RotBonds < 6']
845,846,True,['RotBonds < 6']
846,847,True,['RotBonds < 6']
847,848,True,['RotBonds < 6']
848,849,True,['RotBonds < 6']
849,850,True,[]
850,851,False,"['LogP > 5', 'RotBonds < 6']"
851,852,True,[]
852,853,True,['RotBonds < 6']
853,854,True,['RotBonds < 6']
854,855,True,['RotBonds < 6']
855,856,False,"['LogP > 5', 'RotBonds < 6']"
856,857,True,['RotBonds < 6']
857,858,True,['RotBonds < 6']
858,859,True,['RotBonds < 6']
859,860,True,['RotBonds < 6']
860,861,True,['RotBonds < 6']
861,862,True,['RotBonds < 6']
862,863,False,"['LogP > 5', 'RotBonds < 6']"
863,864,True,['RotBonds < 6']
864,865,True,['RotBonds < 6']
865,866,False,"['LogP > 5', 'RotBonds < 6']"
866,867,True,['RotBonds < 6']
867,868,True,['LogP > 5']
868,869,True,['RotBonds < 6']
869,870,True,['RotBonds < 6']
870,871,True,['RotBonds < 6']
871,872,False,"['LogP > 5', 'RotBonds < 6']"
872,873,True,['RotBonds < 6']
873,874,True,['RotBonds < 6']
874,875,True,['RotBonds < 6']
875,876,True,['RotBonds < 6']
876,877,True,['RotBonds < 6']
877,878,True,['RotBonds < 6']
878,879,True,['RotBonds < 6']
879,880,False,"['LogP > 5', 'RotBonds < 6']"
880,881,True,['RotBonds < 6']
881,882,True,['RotBonds < 6']
882,883,True,['RotBonds < 6']
883,884,True,['RotBonds < 6']
884,885,True,['RotBonds < 6']
885,886,True,['RotBonds < 6']
886,887,True,['RotBonds < 6']
887,888,True,['RotBonds < 6']
888,889,True,['RotBonds < 6']
889,890,True,['RotBonds < 6']
890,891,True,['RotBonds < 6']
891,892,True,['RotBonds < 6']
892,893,True,['RotBonds < 6']
893,894,True,['LogP > 5']
894,895,True,['RotBonds < 6']
895,896,True,['RotBonds < 6']
896,897,True,['RotBonds < 6']
897,898,True,['RotBonds < 6']
898,899,True,['RotBonds < 6']
899,900,False,"['LogP > 5', 'RotBonds < 6']"
900,901,True,['RotBonds < 6']
901,902,False,"['LogP > 5', 'RotBonds < 6']"
902,903,True,['LogP > 5']
903,904,True,['RotBonds < 6']
904,905,True,['RotBonds < 6']
905,906,True,['RotBonds < 6']
906,907,True,['RotBonds < 6']
907,908,False,"['LogP > 5', 'RotBonds < 6']"
908,909,False,"['LogP > 5', 'RotBonds < 6']"
909,910,True,['RotBonds < 6']
910,911,True,['RotBonds < 6']
911,912,True,['RotBonds < 6']
912,913,True,['RotBonds < 6']
913,914,True,['RotBonds < 6']
914,915,True,[]
915,916,True,['RotBonds < 6']
916,917,True,['RotBonds < 6']
917,918,True,['RotBonds < 6']
918,919,True,['RotBonds < 6']
919,920,True,['RotBonds < 6']
920,921,True,['RotBonds < 6']
921,922,True,['RotBonds < 6']
922,923,False,"['MW > 500', 'RotBonds < 6']"
923,924,True,[]
924,925,True,[]
925,926,True,['RotBonds < 6']
926,927,True,['RotBonds < 6']
927,928,True,['RotBonds < 6']
928,929,True,[]
929,930,True,['RotBonds < 6']
930,931,True,['RotBonds < 6']
931,932,True,['RotBonds < 6']
932,933,True,['RotBonds < 6']
933,934,True,[]
934,935,True,['RotBonds < 6']
935,936,True,['RotBonds < 6']
936,937,True,['RotBonds < 6']
937,938,True,['RotBonds < 6']
938,939,True,['RotBonds < 6']
939,940,False,"['MW > 500', 'LogP > 5']"
940,941,True,['RotBonds < 6']
941,942,True,['RotBonds < 6']
942,943,True,['RotBonds < 6']
943,944,True,['RotBonds < 6']
944,945,True,['RotBonds < 6']
945,946,True,['RotBonds < 6']
946,947,True,['RotBonds < 6']
947,948,True,['RotBonds < 6']
948,949,True,[]
949,950,True,['RotBonds < 6']
950,951,True,['RotBonds < 6']
951,952,True,['RotBonds < 6']
952,953,True,['RotBonds < 6']
953,954,True,['RotBonds < 6']
954,955,True,['RotBonds < 6']
955,956,True,['RotBonds < 6']
956,957,True,[]
957,958,True,['RotBonds < 6']
958,959,True,['RotBonds < 6']
959,960,True,['RotBonds < 6']
960,961,True,[]
961,962,True,['RotBonds < 6']
962,963,False,"['LogP > 5', 'RotBonds < 6']"
963,964,True,['RotBonds < 6']
964,965,False,"['LogP > 5', 'RotBonds < 6']"
965,966,True,['LogP > 5']
966,967,True,['RotBonds < 6']
967,968,True,['RotBonds < 6']
968,969,True,['LogP > 5']
969,970,True,['LogP > 5']
970,971,False,"['LogP > 5', 'RotBonds < 6']"
971,972,True,['RotBonds < 6']
972,973,True,['RotBonds < 6']
973,974,True,['RotBonds < 6']
974,975,True,['RotBonds < 6']
975,976,True,['LogP > 5']
976,977,True,['RotBonds < 6']
977,978,True,['RotBonds < 6']
978,979,True,['RotBonds < 6']
979,980,True,[]
980,981,True,['RotBonds < 6']
981,982,True,['RotBonds < 6']
982,983,True,[]
983,984,True,['RotBonds < 6']
984,985,True,['RotBonds < 6']
985,986,True,['RotBonds < 6']
986,987,True,['LogP > 5']
987,988,True,['RotBonds < 6']
988,989,False,"['MW > 500', 'LogP > 5', 'RotBonds < 6']"
989,990,True,[]
990,991,True,['RotBonds < 6']
991,992,True,['RotBonds < 6']
992,993,True,['RotBonds < 6']
993,994,True,['RotBonds < 6']
994,995,True,['RotBonds < 6']
995,996,True,['RotBonds < 6']
996,997,True,['RotBonds < 6']
997,998,True,['RotBonds < 6']
998,999,True,['RotBonds < 6']
999,1000,True,['RotBonds < 6']
1000,1001,True,['RotBonds < 6']
1001,1002,True,['RotBonds < 6']
1002,1003,True,['RotBonds < 6']
1003,1004,True,['RotBonds < 6']
1004,1005,False,"['LogP > 5', 'RotBonds < 6']"
1005,1006,True,['RotBonds < 6']
1006,1007,True,['RotBonds < 6']
1007,1008,True,['RotBonds < 6']
1008,1009,True,['RotBonds < 6']
1009,1010,True,['RotBonds < 6']
1010,1011,True,['RotBonds < 6']
1011,1012,True,['RotBonds < 6']
1012,1013,True,['RotBonds < 6']
1013,1014,True,['RotBonds < 6']
1014,1015,True,['RotBonds < 6']
1015,1016,True,['RotBonds < 6']
1016,1017,True,['RotBonds < 6']
1017,1018,True,['RotBonds < 6']
1018,1019,True,['RotBonds < 6']
1019,1020,False,"['LogP > 5', 'RotBonds < 6']"
1020,1021,True,['RotBonds < 6']
1021,1022,True,['RotBonds < 6']
1022,1023,True,['RotBonds < 6']
1023,1024,True,['RotBonds < 6']
1024,1025,True,['RotBonds < 6']
1025,1026,False,"['HBA > 10', 'HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
1026,1027,False,"['HBD > 5', 'RotBonds < 6']"
1027,1028,True,['RotBonds < 6']
1028,1029,True,[]
1029,1030,True,['RotBonds < 6']
1030,1031,True,['RotBonds < 6']
1031,1032,True,['RotBonds < 6']
1032,1033,True,['RotBonds < 6']
1033,1034,True,['TPSA > 140']
1034,1035,True,['RotBonds < 6']
1035,1036,True,['RotBonds < 6']
1036,1037,True,['RotBonds < 6']
1037,1038,True,['RotBonds < 6']
1038,1039,True,['RotBonds < 6']
1039,1040,True,['RotBonds < 6']
1040,1041,True,['RotBonds < 6']
1041,1042,True,['RotBonds < 6']
1042,1043,False,"['LogP > 5', 'RotBonds < 6']"
1043,1044,True,['RotBonds < 6']
1044,1045,True,['RotBonds < 6']
1045,1046,True,['RotBonds < 6']
1046,1047,False,"['LogP > 5', 'RotBonds < 6']"
1047,1048,True,['RotBonds < 6']
1048,1049,True,['RotBonds < 6']
1049,1050,True,['RotBonds < 6']
1050,1051,False,"['HBA > 10', 'HBD > 5', 'TPSA > 140']"
1051,1052,True,['RotBonds < 6']
1052,1053,True,['RotBonds < 6']
1053,1054,True,['RotBonds < 6']
1054,1055,True,['RotBonds < 6']
1055,1056,True,['RotBonds < 6']
1056,1057,True,['RotBonds < 6']
1057,1058,True,['RotBonds < 6']
1058,1059,True,['RotBonds < 6']
1059,1060,True,['RotBonds < 6']
1060,1061,True,['RotBonds < 6']
1061,1062,True,['RotBonds < 6']
1062,1063,True,[]
1063,1064,True,['RotBonds < 6']
1064,1065,True,[]
1065,1066,True,['RotBonds < 6']
1066,1067,True,['RotBonds < 6']
1067,1068,True,['RotBonds < 6']
1068,1069,True,['RotBonds < 6']
1069,1070,True,['RotBonds < 6']
1070,1071,True,['RotBonds < 6']
1071,1072,True,['RotBonds < 6']
1072,1073,True,['RotBonds < 6']
1073,1074,True,['RotBonds < 6']
1074,1075,True,['RotBonds < 6']
1075,1076,True,['RotBonds < 6']
1076,1077,True,['RotBonds < 6']
1077,1078,True,['RotBonds < 6']
1078,1079,True,['RotBonds < 6']
1079,1080,True,['RotBonds < 6']
1080,1081,True,['RotBonds < 6']
1081,1082,True,['RotBonds < 6']
1082,1083,True,['RotBonds < 6']
1083,1084,True,['RotBonds < 6']
1084,1085,True,['RotBonds < 6']
1085,1086,True,['RotBonds < 6']
1086,1087,True,['RotBonds < 6']
1087,1088,True,['RotBonds < 6']
1088,1089,True,['RotBonds < 6']
1089,1090,True,['RotBonds < 6']
1090,1091,True,['RotBonds < 6']
1091,1092,True,['RotBonds < 6']
1092,1093,True,['RotBonds < 6']
1093,1094,True,['RotBonds < 6']
1094,1095,True,['RotBonds < 6']
1095,1096,True,['RotBonds < 6']
1096,1097,True,['RotBonds < 6']
1097,1098,True,['LogP > 5']
1098,1099,True,['RotBonds < 6']
1099,1100,True,['RotBonds < 6']
1100,1101,True,['RotBonds < 6']
1101,1102,True,['RotBonds < 6']
1102,1103,True,['RotBonds < 6']
1103,1104,True,['RotBonds < 6']
1104,1105,True,['RotBonds < 6']
1105,1106,True,['RotBonds < 6']
1106,1107,True,['RotBonds < 6']
1107,1108,True,['RotBonds < 6']
1108,1109,True,['RotBonds < 6']
1109,1110,True,['RotBonds < 6']
1110,1111,True,['RotBonds < 6']
1111,1112,True,['RotBonds < 6']
1112,1113,True,['RotBonds < 6']
1113,1114,True,['RotBonds < 6']
1114,1115,True,['RotBonds < 6']
1115,1116,True,['RotBonds < 6']
1116,1117,True,['LogP > 5']
1117,1118,True,['RotBonds < 6']
1118,1119,True,['RotBonds < 6']
1119,1120,True,['RotBonds < 6']
1120,1121,False,"['LogP > 5', 'RotBonds < 6']"
1121,1122,True,['RotBonds < 6']
1122,1123,True,['RotBonds < 6']
1123,1124,True,['RotBonds < 6']
1124,1125,True,['RotBonds < 6']
1125,1126,True,[]
1126,1127,True,['RotBonds < 6']
1127,1128,False,"['LogP > 5', 'RotBonds < 6']"
