,Compound,Suitable,Violations
803,804,True,['RotBonds < 6']
804,805,True,['RotBonds < 6']
805,806,True,['RotBonds < 6']
806,807,True,['RotBonds < 6']
807,808,True,['RotBonds < 6']
808,809,True,['RotBonds < 6']
809,810,True,['RotBonds < 6']
810,811,True,['RotBonds < 6']
811,812,True,['RotBonds < 6']
812,813,True,['RotBonds < 6']
813,814,True,['RotBonds < 6']
814,815,True,['RotBonds < 6']
815,816,True,['RotBonds < 6']
816,817,True,['RotBonds < 6']
817,818,True,['RotBonds < 6']
818,819,True,['RotBonds < 6']
819,820,True,['RotBonds < 6']
820,821,True,['RotBonds < 6']
821,822,True,['RotBonds < 6']
822,823,True,['RotBonds < 6']
823,824,True,['RotBonds < 6']
824,825,True,['RotBonds < 6']
825,826,True,['RotBonds < 6']
826,827,True,['RotBonds < 6']
827,828,True,['RotBonds < 6']
828,829,True,[]
829,830,True,['RotBonds < 6']
830,831,True,['RotBonds < 6']
831,832,True,['RotBonds < 6']
832,833,True,['RotBonds < 6']
833,834,True,['RotBonds < 6']
834,835,True,['RotBonds < 6']
835,836,True,['RotBonds < 6']
836,837,True,['RotBonds < 6']
837,838,True,['RotBonds < 6']
838,839,True,['RotBonds < 6']
839,840,True,['RotBonds < 6']
840,841,True,['RotBonds < 6']
841,842,True,['RotBonds < 6']
842,843,True,['RotBonds < 6']
843,844,True,['RotBonds < 6']
844,845,True,[]
845,846,True,['RotBonds < 6']
846,847,True,[]
847,848,False,"['LogP > 5', 'RotBonds < 6']"
848,849,True,['RotBonds < 6']
849,850,True,['RotBonds < 6']
850,851,True,['RotBonds < 6']
851,852,True,['RotBonds < 6']
852,853,True,['RotBonds < 6']
853,854,True,['RotBonds < 6']
854,855,True,['RotBonds < 6']
855,856,True,['RotBonds < 6']
856,857,True,['RotBonds < 6']
857,858,True,['RotBonds < 6']
858,859,True,['RotBonds < 6']
859,860,True,['RotBonds < 6']
860,861,True,['RotBonds < 6']
861,862,True,['RotBonds < 6']
862,863,True,['RotBonds < 6']
863,864,True,['RotBonds < 6']
864,865,True,[]
865,866,True,['RotBonds < 6']
866,867,True,['RotBonds < 6']
867,868,True,['RotBonds < 6']
868,869,True,['RotBonds < 6']
869,870,True,['RotBonds < 6']
870,871,True,['RotBonds < 6']
871,872,True,['RotBonds < 6']
872,873,True,['RotBonds < 6']
873,874,True,['RotBonds < 6']
874,875,True,['RotBonds < 6']
875,876,True,['RotBonds < 6']
876,877,True,['RotBonds < 6']
877,878,True,['RotBonds < 6']
878,879,True,['RotBonds < 6']
879,880,True,['RotBonds < 6']
880,881,True,['RotBonds < 6']
881,882,True,['RotBonds < 6']
882,883,True,['RotBonds < 6']
883,884,True,['RotBonds < 6']
884,885,True,['RotBonds < 6']
885,886,True,['RotBonds < 6']
886,887,True,['RotBonds < 6']
887,888,True,['RotBonds < 6']
888,889,True,['LogP > 5']
889,890,True,['RotBonds < 6']
890,891,True,['RotBonds < 6']
891,892,True,[]
892,893,True,['RotBonds < 6']
893,894,True,['RotBonds < 6']
894,895,True,['RotBonds < 6']
895,896,True,[]
896,897,True,['RotBonds < 6']
897,898,True,[]
898,899,False,"['LogP > 5', 'RotBonds < 6']"
899,900,True,['RotBonds < 6']
900,901,True,['RotBonds < 6']
901,902,True,['RotBonds < 6']
902,903,True,['RotBonds < 6']
903,904,True,['RotBonds < 6']
904,905,True,['RotBonds < 6']
905,906,True,['RotBonds < 6']
906,907,True,['RotBonds < 6']
907,908,True,['RotBonds < 6']
908,909,True,['RotBonds < 6']
909,910,True,['RotBonds < 6']
910,911,True,[]
911,912,True,['RotBonds < 6']
912,913,True,['RotBonds < 6']
913,914,True,['RotBonds < 6']
914,915,True,['RotBonds < 6']
915,916,True,['RotBonds < 6']
916,917,True,['RotBonds < 6']
917,918,True,['RotBonds < 6']
918,919,True,['RotBonds < 6']
919,920,True,['RotBonds < 6']
920,921,True,['RotBonds < 6']
921,922,True,['RotBonds < 6']
922,923,True,[]
923,924,False,"['LogP > 5', 'RotBonds < 6']"
924,925,True,['RotBonds < 6']
925,926,True,['RotBonds < 6']
926,927,True,['RotBonds < 6']
927,928,False,"['LogP > 5', 'RotBonds < 6']"
928,929,True,['RotBonds < 6']
929,930,True,['RotBonds < 6']
930,931,True,['RotBonds < 6']
931,932,True,['RotBonds < 6']
932,933,True,['RotBonds < 6']
933,934,True,['RotBonds < 6']
934,935,True,['RotBonds < 6']
935,936,True,['RotBonds < 6']
936,937,True,['RotBonds < 6']
937,938,True,['RotBonds < 6']
938,939,True,[]
939,940,True,[]
940,941,True,['RotBonds < 6']
941,942,True,['RotBonds < 6']
942,943,True,['RotBonds < 6']
943,944,True,['RotBonds < 6']
944,945,True,[]
945,946,True,[]
946,947,True,['RotBonds < 6']
947,948,False,"['MW > 500', 'RotBonds < 6']"
948,949,True,['RotBonds < 6']
949,950,True,['RotBonds < 6']
950,951,True,['RotBonds < 6']
951,952,True,['RotBonds < 6']
952,953,True,['RotBonds < 6']
953,954,True,['RotBonds < 6']
954,955,True,['RotBonds < 6']
955,956,True,['RotBonds < 6']
956,957,True,['RotBonds < 6']
957,958,True,['RotBonds < 6']
958,959,True,['RotBonds < 6']
959,960,True,[]
960,961,True,['RotBonds < 6']
961,962,True,['LogP > 5']
962,963,True,['RotBonds < 6']
963,964,True,['RotBonds < 6']
964,965,True,['RotBonds < 6']
965,966,True,['LogP > 5']
966,967,True,['RotBonds < 6']
967,968,True,['RotBonds < 6']
968,969,False,"['LogP > 5', 'RotBonds < 6']"
969,970,True,['RotBonds < 6']
970,971,True,['RotBonds < 6']
971,972,True,['RotBonds < 6']
972,973,True,['RotBonds < 6']
973,974,True,[]
974,975,True,['RotBonds < 6']
975,976,True,['RotBonds < 6']
976,977,True,['RotBonds < 6']
977,978,True,['RotBonds < 6']
978,979,True,['RotBonds < 6']
979,980,False,"['LogP > 5', 'RotBonds < 6']"
980,981,True,['LogP > 5']
981,982,True,['RotBonds < 6']
982,983,True,['RotBonds < 6']
983,984,True,['RotBonds < 6']
984,985,True,['RotBonds < 6']
985,986,True,['RotBonds < 6']
986,987,True,['RotBonds < 6']
987,988,True,['RotBonds < 6']
988,989,True,['RotBonds < 6']
989,990,True,['RotBonds < 6']
990,991,True,['RotBonds < 6']
991,992,True,['RotBonds < 6']
992,993,True,['LogP > 5']
993,994,True,['RotBonds < 6']
994,995,True,['RotBonds < 6']
995,996,True,['RotBonds < 6']
996,997,True,['RotBonds < 6']
997,998,True,['RotBonds < 6']
998,999,True,['LogP > 5']
999,1000,False,"['HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
1000,1001,True,['RotBonds < 6']
1001,1002,True,['RotBonds < 6']
1002,1003,True,['RotBonds < 6']
1003,1004,True,['RotBonds < 6']
1004,1005,True,['RotBonds < 6']
1005,1006,False,"['HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
1006,1007,True,['RotBonds < 6']
1007,1008,False,"['HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
1008,1009,True,['RotBonds < 6']
1009,1010,True,['RotBonds < 6']
1010,1011,True,['LogP > 5']
1011,1012,True,['RotBonds < 6']
1012,1013,True,[]
1013,1014,True,['RotBonds < 6']
1014,1015,True,[]
1015,1016,True,['RotBonds < 6']
1016,1017,True,['RotBonds < 6']
1017,1018,False,"['MW > 500', 'HBA > 10', 'HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
1018,1019,True,['RotBonds < 6']
1019,1020,True,['RotBonds < 6']
1020,1021,True,['RotBonds < 6']
1021,1022,True,['RotBonds < 6']
1022,1023,True,['RotBonds < 6']
1023,1024,True,['RotBonds < 6']
1024,1025,True,['RotBonds < 6']
1025,1026,True,['RotBonds < 6']
1026,1027,True,['RotBonds < 6']
1027,1028,True,['RotBonds < 6']
1028,1029,True,['RotBonds < 6']
1029,1030,True,['RotBonds < 6']
1030,1031,True,['RotBonds < 6']
1031,1032,True,['RotBonds < 6']
1032,1033,True,['RotBonds < 6']
1033,1034,True,['RotBonds < 6']
1034,1035,True,['RotBonds < 6']
1035,1036,False,"['LogP > 5', 'RotBonds < 6']"
1036,1037,False,"['LogP > 5', 'RotBonds < 6']"
1037,1038,True,['RotBonds < 6']
1038,1039,True,['RotBonds < 6']
1039,1040,False,"['LogP > 5', 'RotBonds < 6']"
1040,1041,True,['RotBonds < 6']
1041,1042,True,['RotBonds < 6']
1042,1043,True,['RotBonds < 6']
1043,1044,True,['RotBonds < 6']
1044,1045,True,['RotBonds < 6']
1045,1046,True,['RotBonds < 6']
1046,1047,True,['RotBonds < 6']
1047,1048,True,['RotBonds < 6']
1048,1049,True,['RotBonds < 6']
1049,1050,True,['RotBonds < 6']
1050,1051,True,[]
1051,1052,True,['RotBonds < 6']
1052,1053,True,['RotBonds < 6']
1053,1054,False,"['LogP > 5', 'RotBonds < 6']"
1054,1055,True,['RotBonds < 6']
1055,1056,True,['RotBonds < 6']
1056,1057,True,['RotBonds < 6']
1057,1058,True,['RotBonds < 6']
1058,1059,True,['RotBonds < 6']
1059,1060,True,['RotBonds < 6']
1060,1061,True,['RotBonds < 6']
1061,1062,True,['RotBonds < 6']
1062,1063,True,['RotBonds < 6']
1063,1064,False,"['LogP > 5', 'RotBonds < 6']"
1064,1065,False,"['LogP > 5', 'RotBonds < 6']"
1065,1066,False,"['LogP > 5', 'RotBonds < 6']"
1066,1067,False,"['LogP > 5', 'RotBonds < 6']"
1067,1068,False,"['LogP > 5', 'RotBonds < 6']"
1068,1069,False,"['LogP > 5', 'RotBonds < 6']"
1069,1070,False,"['LogP > 5', 'RotBonds < 6']"
1070,1071,False,"['LogP > 5', 'RotBonds < 6']"
1071,1072,False,"['LogP > 5', 'RotBonds < 6']"
1072,1073,False,"['LogP > 5', 'RotBonds < 6']"
1073,1074,True,['RotBonds < 6']
1074,1075,True,['RotBonds < 6']
1075,1076,True,['RotBonds < 6']
1076,1077,True,['RotBonds < 6']
1077,1078,True,['RotBonds < 6']
1078,1079,True,['RotBonds < 6']
1079,1080,True,['RotBonds < 6']
1080,1081,True,['RotBonds < 6']
1081,1082,True,['RotBonds < 6']
1082,1083,True,['RotBonds < 6']
1083,1084,True,['RotBonds < 6']
1084,1085,True,[]
1085,1086,True,['RotBonds < 6']
1086,1087,True,['RotBonds < 6']
1087,1088,True,['RotBonds < 6']
1088,1089,True,['RotBonds < 6']
1089,1090,True,['RotBonds < 6']
1090,1091,True,['RotBonds < 6']
1091,1092,True,[]
1092,1093,True,['RotBonds < 6']
1093,1094,True,['RotBonds < 6']
1094,1095,True,[]
1095,1096,True,['RotBonds < 6']
1096,1097,True,['RotBonds < 6']
1097,1098,True,['RotBonds < 6']
1098,1099,True,[]
1099,1100,True,['RotBonds < 6']
1100,1101,True,['RotBonds < 6']
1101,1102,True,['RotBonds < 6']
1102,1103,True,['RotBonds < 6']
1103,1104,True,[]
1104,1105,True,['RotBonds < 6']
1105,1106,True,['RotBonds < 6']
1106,1107,True,['RotBonds < 6']
1107,1108,True,['RotBonds < 6']
1108,1109,True,['RotBonds < 6']
1109,1110,True,[]
1110,1111,True,['RotBonds < 6']
1111,1112,True,[]
1112,1113,True,['RotBonds < 6']
1113,1114,True,['RotBonds < 6']
1114,1115,True,['RotBonds < 6']
1115,1116,True,['RotBonds < 6']
1116,1117,True,['RotBonds < 6']
1117,1118,True,['RotBonds < 6']
1118,1119,True,['RotBonds < 6']
1119,1120,True,['RotBonds < 6']
1120,1121,True,['RotBonds < 6']
1121,1122,True,['RotBonds < 6']
1122,1123,True,['RotBonds < 6']
1123,1124,True,['RotBonds < 6']
1124,1125,True,['RotBonds < 6']
1125,1126,True,['RotBonds < 6']
1126,1127,True,['RotBonds < 6']
1127,1128,True,['RotBonds < 6']
1128,1129,True,['RotBonds < 6']
1129,1130,True,[]
1130,1131,True,['RotBonds < 6']
1131,1132,True,['RotBonds < 6']
1132,1133,True,['RotBonds < 6']
1133,1134,True,['RotBonds < 6']
1134,1135,True,['RotBonds < 6']
1135,1136,True,['RotBonds < 6']
1136,1137,True,['RotBonds < 6']
1137,1138,True,['RotBonds < 6']
1138,1139,True,['RotBonds < 6']
1139,1140,True,['RotBonds < 6']
1140,1141,True,['RotBonds < 6']
1141,1142,True,['RotBonds < 6']
1142,1143,True,['RotBonds < 6']
1143,1144,True,[]
1144,1145,True,['RotBonds < 6']
1145,1146,True,['RotBonds < 6']
1146,1147,True,['RotBonds < 6']
1147,1148,True,['RotBonds < 6']
1148,1149,True,['RotBonds < 6']
1149,1150,True,['RotBonds < 6']
1150,1151,True,['RotBonds < 6']
1151,1152,True,['RotBonds < 6']
1152,1153,True,['RotBonds < 6']
1153,1154,True,['RotBonds < 6']
1154,1155,True,['RotBonds < 6']
1155,1156,True,['RotBonds < 6']
1156,1157,True,['RotBonds < 6']
1157,1158,True,['RotBonds < 6']
1158,1159,True,['RotBonds < 6']
1159,1160,True,['RotBonds < 6']
1160,1161,True,['RotBonds < 6']
1161,1162,True,['RotBonds < 6']
1162,1163,True,['RotBonds < 6']
1163,1164,True,['RotBonds < 6']
1164,1165,True,['RotBonds < 6']
1165,1166,True,['RotBonds < 6']
1166,1167,True,['RotBonds < 6']
1167,1168,True,['RotBonds < 6']
1168,1169,True,['RotBonds < 6']
1169,1170,True,['RotBonds < 6']
1170,1171,True,['RotBonds < 6']
1171,1172,True,['RotBonds < 6']
1172,1173,True,['RotBonds < 6']
1173,1174,True,['RotBonds < 6']
1174,1175,True,['RotBonds < 6']
1175,1176,True,['RotBonds < 6']
1176,1177,True,[]
1177,1178,True,['RotBonds < 6']
1178,1179,True,['RotBonds < 6']
1179,1180,True,['RotBonds < 6']
1180,1181,True,['RotBonds < 6']
1181,1182,True,['RotBonds < 6']
1182,1183,True,['RotBonds < 6']
1183,1184,True,['RotBonds < 6']
1184,1185,True,['RotBonds < 6']
1185,1186,True,['RotBonds < 6']
1186,1187,True,['RotBonds < 6']
1187,1188,True,['RotBonds < 6']
1188,1189,True,['RotBonds < 6']
1189,1190,True,['RotBonds < 6']
1190,1191,True,['RotBonds < 6']
1191,1192,True,['RotBonds < 6']
1192,1193,True,['RotBonds < 6']
1193,1194,True,['RotBonds < 6']
1194,1195,True,['RotBonds < 6']
1195,1196,True,['RotBonds < 6']
1196,1197,True,['RotBonds < 6']
1197,1198,False,"['LogP > 5', 'RotBonds < 6']"
1198,1199,True,['RotBonds < 6']
1199,1200,True,['RotBonds < 6']
1200,1201,True,['RotBonds < 6']
1201,1202,True,['RotBonds < 6']
1202,1203,True,['RotBonds < 6']
1203,1204,True,['RotBonds < 6']
1204,1205,True,['RotBonds < 6']
1205,1206,True,['RotBonds < 6']
1206,1207,True,['RotBonds < 6']
1207,1208,True,['RotBonds < 6']
1208,1209,True,['RotBonds < 6']
1209,1210,True,['RotBonds < 6']
1210,1211,True,['RotBonds < 6']
1211,1212,True,['RotBonds < 6']
1212,1213,True,['RotBonds < 6']
1213,1214,True,['RotBonds < 6']
1214,1215,True,['RotBonds < 6']
1215,1216,True,['RotBonds < 6']
1216,1217,True,['RotBonds < 6']
1217,1218,True,['RotBonds < 6']
1218,1219,True,['RotBonds < 6']
1219,1220,True,['RotBonds < 6']
1220,1221,True,['RotBonds < 6']
1221,1222,True,['RotBonds < 6']
1222,1223,True,['RotBonds < 6']
1223,1224,True,['RotBonds < 6']
1224,1225,True,['RotBonds < 6']
1225,1226,True,['RotBonds < 6']
1226,1227,True,['RotBonds < 6']
1227,1228,True,['RotBonds < 6']
1228,1229,True,['RotBonds < 6']
1229,1230,True,[]
1230,1231,True,['RotBonds < 6']
1231,1232,True,['RotBonds < 6']
1232,1233,True,['RotBonds < 6']
1233,1234,True,['RotBonds < 6']
1234,1235,True,['RotBonds < 6']
1235,1236,True,['RotBonds < 6']
1236,1237,True,['RotBonds < 6']
1237,1238,True,['RotBonds < 6']
1238,1239,True,['RotBonds < 6']
1239,1240,True,['RotBonds < 6']
1240,1241,True,['RotBonds < 6']
1241,1242,True,['RotBonds < 6']
1242,1243,True,['RotBonds < 6']
1243,1244,True,['RotBonds < 6']
1244,1245,True,['RotBonds < 6']
1245,1246,True,['RotBonds < 6']
1246,1247,True,[]
1247,1248,True,[]
1248,1249,False,"['LogP > 5', 'RotBonds < 6']"
1249,1250,True,['RotBonds < 6']
1250,1251,True,['RotBonds < 6']
1251,1252,True,['RotBonds < 6']
1252,1253,True,[]
1253,1254,True,['RotBonds < 6']
1254,1255,True,['RotBonds < 6']
1255,1256,True,['RotBonds < 6']
1256,1257,True,[]
1257,1258,True,['RotBonds < 6']
1258,1259,True,['RotBonds < 6']
1259,1260,True,['RotBonds < 6']
1260,1261,True,['RotBonds < 6']
1261,1262,True,['RotBonds < 6']
1262,1263,True,['RotBonds < 6']
1263,1264,True,['RotBonds < 6']
1264,1265,True,['RotBonds < 6']
1265,1266,False,"['LogP > 5', 'RotBonds < 6']"
1266,1267,True,['RotBonds < 6']
1267,1268,True,['RotBonds < 6']
1268,1269,False,"['MW > 500', 'HBA > 10', 'HBD > 5', 'TPSA > 140']"
1269,1270,True,[]
1270,1271,False,"['LogP > 5', 'RotBonds < 6']"
1271,1272,False,"['LogP > 5', 'RotBonds < 6']"
1272,1273,True,['RotBonds < 6']
1273,1274,True,['RotBonds < 6']
1274,1275,True,['RotBonds < 6']
1275,1276,True,['RotBonds < 6']
1276,1277,True,['RotBonds < 6']
1277,1278,True,['RotBonds < 6']
1278,1279,True,['RotBonds < 6']
1279,1280,True,['RotBonds < 6']
1280,1281,True,['RotBonds < 6']
1281,1282,True,['RotBonds < 6']
1282,1283,True,['RotBonds < 6']
1283,1284,True,[]
1284,1285,True,[]
1285,1286,True,['RotBonds < 6']
1286,1287,True,[]
1287,1288,True,[]
1288,1289,True,[]
1289,1290,False,"['LogP > 5', 'RotBonds < 6']"
1290,1291,False,"['LogP > 5', 'RotBonds < 6']"
